,Product Company Name: ,Product Name: ,Product MRP: ,Product Price: ,Dicount Information,Product Details ,Material & Care,Specifications,Complete The Look,Product Code,Seller Information,Source of Product
0,Nike,Men Black Solid Thong Flip-Flops,1595,877,(45% OFF),A pair of black solid thong flip-flopsCushioned footbedPatterned synthetic outsoleWarranty: 6 months(warranty not valid on products with more than 20% discount),"RubberWipe with a clean, dry cloth to remove dust",This pair of flip-flops from Nike is an apt pick this season. The vibrant self design is sure to add more to your look. Team it with a tee and shorts for a laid-back appeal.,This pair of flip-flops from Nike is an apt pick this season. The vibrant self design is sure to add more to your look. Team it with a tee and shorts for a laid-back appeal.,9082809,Seller: Indiflashmart Indiflashmart ,""""""
